,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
859,gpt-4-1106-preview,King James Bible,825,36," fish of the sea, and over the fowl of the air, and over every living thing that moveth upon the earth.
29And God said, Behold, I have","[' fish', ' of', ' the', ' sea', ',', ' and', ' over', ' the', ' f', 'owl', ' of', ' the', ' air', ',', ' and', ' over', ' every', ' living']","['thing', ' that', ' mov', 'eth', ' upon', ' the', ' earth', '.']","[' thing', ' that', ' mov', 'eth', ' upon', ' the', ' earth', '.\n']",0.25,thing that moveth upon the earth.," thing that moveth upon the earth.
29And God said, Behold, I have",tensor([[0.9182]]),7,"[tensor([[0.7487]]), tensor([[0.8120]]), tensor([[0.8315]]), tensor([[0.8627]]), tensor([[0.8804]]), tensor([[0.8956]]), tensor([[0.9182]])]",824,849,0.8885542168674698
862,gpt-4-1106-preview,King James Bible,39,31," moved upon the face of the waters.
3And God said, Let there be light: and there was light.
4And God saw the light, that","[' moved', ' upon', ' the', ' face', ' of', ' the']","['waters', '.', ' And', ' God', ' said', ',', ' Let', ' there', ' be', ' light', ':', ' and', ' there', ' was', ' light', '.', ' And', ' God', ' saw', ' the', ' light', ',', ' that', ' it', ' was']","[' waters', '.\n', '3', 'And', ' God', ' said', ',', ' Let', ' there', ' be', ' light', ':', ' and', ' there', ' was', ' light', '.\n', '4', 'And', ' God', ' saw', ' the', ' light', ',', ' that']",0.36,"waters. And God said, Let there be light: and there was light. And God saw the light, that it was good: and God divided the light from the darkness. And God called the light Day, and the darkness he called Night."," waters.
3And God said, Let there be light: and there was light.
4And God saw the light, that",tensor([[0.9735]]),17,"[tensor([[0.7590]]), tensor([[0.8597]]), tensor([[0.8738]]), tensor([[0.8961]]), tensor([[0.9245]]), tensor([[0.9335]]), tensor([[0.9294]]), tensor([[0.9306]]), tensor([[0.9553]]), tensor([[0.9581]]), tensor([[0.9570]]), tensor([[0.9607]]), tensor([[0.9582]]), tensor([[0.9646]]), tensor([[0.9639]]), tensor([[0.9709]]), tensor([[0.9735]]), tensor([[0.9709]]), tensor([[0.9735]]), tensor([[0.9728]]), tensor([[0.9723]]), tensor([[0.9558]]), tensor([[0.9616]]), tensor([[0.9612]]), tensor([[0.9441]]), tensor([[0.9457]]), tensor([[0.9433]]), tensor([[0.9457]]), tensor([[0.9489]]), tensor([[0.9423]]), tensor([[0.9467]]), tensor([[0.9460]]), tensor([[0.9471]]), tensor([[0.9485]]), tensor([[0.9465]]), tensor([[0.9365]]), tensor([[0.9412]]), tensor([[0.9414]]), tensor([[0.9366]]), tensor([[0.9394]]), tensor([[0.9345]]), tensor([[0.9338]])]",38,68,0.8885542168674698
865,gpt-4-1106-preview,King James Bible,639,37," his kind, cattle, and creeping thing, and beast of the earth after his kind: and it was so.
25And God made the beast of the earth after his kind, and","[' his', ' kind', ',', ' cattle', ',', ' and', ' creeping', ' thing', ',', ' and', ' beast', ' of']","['It', ' seems', ' you', ' are', ' quoting', ' from', ' the', ' King', ' James', ' Version', ' of', ' the', ' Bible', ',', ' specifically', ' from', ' the', ' first', ' chapter', ' of', ' the', ' book', ' of', ' Genesis', ',']","[' the', ' earth', ' after', ' his', ' kind', ':', ' and', ' it', ' was', ' so', '.\n', '25', 'And', ' God', ' made', ' the', ' beast', ' of', ' the', ' earth', ' after', ' his', ' kind', ',', ' and']",0.92,"It seems you are quoting from the King James Version of the Bible, specifically from the first chapter of the book of Genesis, which describes the creation. However, the quote provided is partial and without a direct reference, I cannot provide the exact continuation as"," the earth after his kind: and it was so.
25And God made the beast of the earth after his kind, and",tensor([[0.8346]]),30,"[tensor([[0.7561]]), tensor([[0.7927]]), tensor([[0.7656]]), tensor([[0.7521]]), tensor([[0.7568]]), tensor([[0.7869]]), tensor([[0.7984]]), tensor([[0.8001]]), tensor([[0.7962]]), tensor([[0.8113]]), tensor([[0.8121]]), tensor([[0.8143]]), tensor([[0.8194]]), tensor([[0.8199]]), tensor([[0.8197]]), tensor([[0.8228]]), tensor([[0.8285]]), tensor([[0.8239]]), tensor([[0.8210]]), tensor([[0.8204]]), tensor([[0.8234]]), tensor([[0.8191]]), tensor([[0.8202]]), tensor([[0.8226]]), tensor([[0.8248]]), tensor([[0.8191]]), tensor([[0.8259]]), tensor([[0.8287]]), tensor([[0.8317]]), tensor([[0.8346]]), tensor([[0.8255]]), tensor([[0.8259]]), tensor([[0.8259]]), tensor([[0.8173]]), tensor([[0.8225]]), tensor([[0.8144]]), tensor([[0.8202]]), tensor([[0.8189]]), tensor([[0.8152]]), tensor([[0.8210]]), tensor([[0.8178]]), tensor([[0.8188]]), tensor([[0.8198]]), tensor([[0.8191]]), tensor([[0.8234]]), tensor([[0.8244]])]",638,674,0.8885542168674698
874,gpt-4-1106-preview,King James Bible,332,36," the evening and the morning were the third day.
14And God said, Let there be lights in the firmament of the heaven to divide the day from the night; and let","[' the', ' evening', ' and', ' the', ' morning', ' were', ' the', ' third', ' day']","['And', ' God', ' said', ',', ' Let', ' the', ' waters', ' under', ' the', ' heaven', ' be', ' gathered', ' together', ' unto', ' one', ' place', ',', ' and', ' let', ' the', ' dry', ' land', ' appear', ':', ' and', ' it', ' was']","['.\n', '14', 'And', ' God', ' said', ',', ' Let', ' there', ' be', ' lights', ' in', ' the', ' firm', 'ament', ' of', ' the', ' heaven', ' to', ' divide', ' the', ' day', ' from', ' the', ' night', ';', ' and', ' let']",0.8148148148148148,"And God said, Let the waters under the heaven be gathered together unto one place, and let the dry land appear: and it was so. And God called the dry land Earth; and the gathering together of the waters called he Seas: and God",".
14And God said, Let there be lights in the firmament of the heaven to divide the day from the night; and let",tensor([[0.8692]]),30,"[tensor([[0.7489]]), tensor([[0.7883]]), tensor([[0.8206]]), tensor([[0.8568]]), tensor([[0.8623]]), tensor([[0.8643]]), tensor([[0.8352]]), tensor([[0.8365]]), tensor([[0.8440]]), tensor([[0.8548]]), tensor([[0.8541]]), tensor([[0.8583]]), tensor([[0.8602]]), tensor([[0.8604]]), tensor([[0.8566]]), tensor([[0.8588]]), tensor([[0.8612]]), tensor([[0.8653]]), tensor([[0.8649]]), tensor([[0.8596]]), tensor([[0.8623]]), tensor([[0.8601]]), tensor([[0.8635]]), tensor([[0.8644]]), tensor([[0.8641]]), tensor([[0.8621]]), tensor([[0.8644]]), tensor([[0.8673]]), tensor([[0.8689]]), tensor([[0.8692]]), tensor([[0.8629]]), tensor([[0.8623]]), tensor([[0.8638]]), tensor([[0.8657]]), tensor([[0.8670]]), tensor([[0.8618]]), tensor([[0.8619]]), tensor([[0.8645]]), tensor([[0.8659]]), tensor([[0.8615]]), tensor([[0.8614]]), tensor([[0.8604]]), tensor([[0.8580]]), tensor([[0.8592]]), tensor([[0.8603]])]",331,366,0.8885542168674698
877,gpt-4-1106-preview,King James Bible,70,25," it was good: and God divided the light from the darkness.
5And God called the light Day, and the darkness he","[' it', ' was', ' good', ':', ' and', ' God', ' divided']","['Sure', ',', ' here', ' is', ' the', ' complete', ' verse', ' from', ' the', ' King', ' James', ' Bible', ',', ' Genesis', ' ', '1', ':', '4']","[' the', ' light', ' from', ' the', ' darkness', '.\n', '5', 'And', ' God', ' called', ' the', ' light', ' Day', ',', ' and', ' the', ' darkness', ' he']",1.0,"Sure, here is the complete verse from the King James Bible, Genesis 1:4:

And God saw the light, that it was good: and God divided the light from the darkness."," the light from the darkness.
5And God called the light Day, and the darkness he",tensor([[0.8559]]),30,"[tensor([[0.7650]]), tensor([[0.7544]]), tensor([[0.7530]]), tensor([[0.7629]]), tensor([[0.7706]]), tensor([[0.7665]]), tensor([[0.7962]]), tensor([[0.8021]]), tensor([[0.8060]]), tensor([[0.8031]]), tensor([[0.8036]]), tensor([[0.8017]]), tensor([[0.8072]]), tensor([[0.8059]]), tensor([[0.8107]]), tensor([[0.8223]]), tensor([[0.8215]]), tensor([[0.8530]]), tensor([[0.8508]]), tensor([[0.8521]]), tensor([[0.8514]]), tensor([[0.8420]]), tensor([[0.8411]]), tensor([[0.8424]]), tensor([[0.8448]]), tensor([[0.8418]]), tensor([[0.8442]]), tensor([[0.8452]]), tensor([[0.8449]]), tensor([[0.8559]])]",69,93,0.8885542168674698
892,gpt-4-1106-preview,King James Bible,295,29," forth grass, and herb yielding seed after his kind, and the tree yielding fruit, whose seed was in itself, after his kind: and God","[' forth', ' grass', ',', ' and', ' herb', ' yielding', ' seed', ' after', ' his', ' kind', ',', ' and', ' the', ' tree']","['I', ' would', ' like', ' to', ' help', ' you', ' and', ' provide', ' the', ' information', ' you', ' are', ' seeking', '.', ' However']","[' yielding', ' fruit', ',', ' whose', ' seed', ' was', ' in', ' itself', ',', ' after', ' his', ' kind', ':', ' and', ' God']",1.0,"I would like to help you and provide the information you are seeking. However, as an AI language model, I don’t have the entire contents of the Bible memorized, and because the completion of this text depends on the specific verse and chapter in"," yielding fruit, whose seed was in itself, after his kind: and God",tensor([[0.7829]]),29,"[tensor([[0.7608]]), tensor([[0.7792]]), tensor([[0.7530]]), tensor([[0.7432]]), tensor([[0.7448]]), tensor([[0.7479]]), tensor([[0.7464]]), tensor([[0.7504]]), tensor([[0.7587]]), tensor([[0.7551]]), tensor([[0.7630]]), tensor([[0.7599]]), tensor([[0.7628]]), tensor([[0.7667]]), tensor([[0.7710]]), tensor([[0.7817]]), tensor([[0.7742]]), tensor([[0.7742]]), tensor([[0.7754]]), tensor([[0.7743]]), tensor([[0.7780]]), tensor([[0.7649]]), tensor([[0.7601]]), tensor([[0.7546]]), tensor([[0.7578]]), tensor([[0.7591]]), tensor([[0.7562]]), tensor([[0.7492]]), tensor([[0.7829]]), tensor([[0.7780]]), tensor([[0.7690]]), tensor([[0.7708]]), tensor([[0.7684]]), tensor([[0.7807]]), tensor([[0.7745]]), tensor([[0.7787]]), tensor([[0.7825]]), tensor([[0.7749]]), tensor([[0.7741]]), tensor([[0.7695]]), tensor([[0.7742]]), tensor([[0.7786]]), tensor([[0.7733]]), tensor([[0.7748]]), tensor([[0.7746]])]",294,322,0.8885542168674698
901,gpt-4-1106-preview,King James Bible,929,34," earth, wherein there is life, I have given every green herb for meat: and it was so.
31And God saw every thing that he had made, and,","[' earth', ',', ' wherein', ' there', ' is', ' life', ',', ' I', ' have', ' given', ' every']","['green', ' herb', ' for', ' meat', ':', ' and', ' it', ' was', ' so', '.']","[' green', ' herb', ' for', ' meat', ':', ' and', ' it', ' was', ' so', '.\n']",0.2,green herb for meat: and it was so.," green herb for meat: and it was so.
31And God saw every thing that he had made, and,",tensor([[0.9444]]),9,"[tensor([[0.7474]]), tensor([[0.8039]]), tensor([[0.8606]]), tensor([[0.8819]]), tensor([[0.9060]]), tensor([[0.9222]]), tensor([[0.9220]]), tensor([[0.9381]]), tensor([[0.9444]])]",928,948,0.8885542168674698
907,gpt-4-1106-preview,King James Bible,707,31," Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of","[' Let', ' us', ' make', ' man', ' in', ' our']","['Sure', ',', ' the', ' verse', ' you', ""'re"", ' referring', ' to', ' is', ' from', ' the', ' King', ' James', ' Bible', ',', ' Genesis', ' ', '1', ':', '26', ',', ' which', ' says', ':\n\n', '""And']","[' image', ',', ' after', ' our', ' likeness', ':', ' and', ' let', ' them', ' have', ' domin', 'ion', ' over', ' the', ' fish', ' of', ' the', ' sea', ',', ' and', ' over', ' the', ' f', 'owl', ' of']",0.96,"Sure, the verse you're referring to is from the King James Bible, Genesis 1:26, which says:

""And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of"," image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of",tensor([[0.8790]]),37,"[tensor([[0.7655]]), tensor([[0.8012]]), tensor([[0.8026]]), tensor([[0.8198]]), tensor([[0.8106]]), tensor([[0.8081]]), tensor([[0.8059]]), tensor([[0.8032]]), tensor([[0.7970]]), tensor([[0.8085]]), tensor([[0.8013]]), tensor([[0.8073]]), tensor([[0.8049]]), tensor([[0.8091]]), tensor([[0.7982]]), tensor([[0.8055]]), tensor([[0.8061]]), tensor([[0.8025]]), tensor([[0.7975]]), tensor([[0.8077]]), tensor([[0.8155]]), tensor([[0.8195]]), tensor([[0.8053]]), tensor([[0.8032]]), tensor([[0.8036]]), tensor([[0.8254]]), tensor([[0.8367]]), tensor([[0.8386]]), tensor([[0.8431]]), tensor([[0.8455]]), tensor([[0.8449]]), tensor([[0.8462]]), tensor([[0.8469]]), tensor([[0.8602]]), tensor([[0.8619]]), tensor([[0.8621]]), tensor([[0.8790]]), tensor([[0.8788]])]",706,736,0.8885542168674698
916,gpt-4-1106-preview,King James Bible,73,31,": and God divided the light from the darkness.
5And God called the light Day, and the darkness he called Night. And the evening and the morning","[':', ' and', ' God', ' divided', ' the', ' light', ' from', ' the']","['dark', 'ness', '.', ' And', ' God', ' called', ' the', ' light', ' Day', ',', ' and', ' the', ' darkness', ' he', ' called', ' Night', '.', ' And', ' the', ' evening', ' and', ' the', ' morning']","[' darkness', '.\n', '5', 'And', ' God', ' called', ' the', ' light', ' Day', ',', ' and', ' the', ' darkness', ' he', ' called', ' Night', '.', ' And', ' the', ' evening', ' and', ' the', ' morning']",0.1739130434782608,"darkness. And God called the light Day, and the darkness he called Night. And the evening and the morning were the first day. This text is from the book of Genesis 1:4-5 in the King James Bible, which is"," darkness.
5And God called the light Day, and the darkness he called Night. And the evening and the morning",tensor([[0.9789]]),20,"[tensor([[0.7518]]), tensor([[0.8713]]), tensor([[0.8800]]), tensor([[0.8977]]), tensor([[0.9279]]), tensor([[0.9395]]), tensor([[0.9389]]), tensor([[0.9511]]), tensor([[0.9556]]), tensor([[0.9560]]), tensor([[0.9608]]), tensor([[0.9586]]), tensor([[0.9648]]), tensor([[0.9656]]), tensor([[0.9711]]), tensor([[0.9708]]), tensor([[0.9723]]), tensor([[0.9723]]), tensor([[0.9731]]), tensor([[0.9789]]), tensor([[0.9744]]), tensor([[0.9714]]), tensor([[0.9634]]), tensor([[0.9583]]), tensor([[0.9609]]), tensor([[0.9546]]), tensor([[0.9430]]), tensor([[0.9528]]), tensor([[0.9517]]), tensor([[0.9479]]), tensor([[0.9538]]), tensor([[0.9483]]), tensor([[0.9510]]), tensor([[0.9511]]), tensor([[0.9491]]), tensor([[0.9500]]), tensor([[0.9488]]), tensor([[0.9460]]), tensor([[0.9441]]), tensor([[0.9441]])]",72,102,0.8885542168674698
919,gpt-4-1106-preview,King James Bible,4,20," beginning God created the heaven and the earth.
2And the earth was without form, and void;","[' beginning', ' God', ' created', ' the', ' heaven', ' and', ' the', ' earth']","['And', ' the', ' earth', ' was', ' without', ' form', ',', ' and', ' void', ';', ' and', ' darkness']","['.\n', '2', 'And', ' the', ' earth', ' was', ' without', ' form', ',', ' and', ' void', ';']",0.3333333333333333,"And the earth was without form, and void; and darkness was upon the face of the deep. And the Spirit of God moved upon the face of the waters. 

This is verse 2 from the first chapter of the Book of Genesis in the",".
2And the earth was without form, and void;",tensor([[0.9868]]),9,"[tensor([[0.7510]]), tensor([[0.7804]]), tensor([[0.7731]]), tensor([[0.8350]]), tensor([[0.8844]]), tensor([[0.9124]]), tensor([[0.9566]]), tensor([[0.9589]]), tensor([[0.9868]]), tensor([[0.9866]]), tensor([[0.9703]]), tensor([[0.9692]]), tensor([[0.9605]]), tensor([[0.9655]]), tensor([[0.9462]]), tensor([[0.9516]]), tensor([[0.9537]]), tensor([[0.9421]]), tensor([[0.9455]]), tensor([[0.9494]]), tensor([[0.9340]]), tensor([[0.9429]]), tensor([[0.9299]]), tensor([[0.9218]]), tensor([[0.9233]]), tensor([[0.9278]]), tensor([[0.9172]]), tensor([[0.9213]]), tensor([[0.9239]]), tensor([[0.9165]]), tensor([[0.9159]]), tensor([[0.9161]]), tensor([[0.9063]]), tensor([[0.9014]]), tensor([[0.8993]]), tensor([[0.9019]]), tensor([[0.8972]]), tensor([[0.8926]]), tensor([[0.8941]]), tensor([[0.8949]]), tensor([[0.8886]]), tensor([[0.8911]]), tensor([[0.8877]]), tensor([[0.8871]]), tensor([[0.8873]])]",3,22,0.8885542168674698
955,gpt-4-1106-preview,King James Bible,222,35," God called the dry land Earth; and the gathering together of the waters called he Seas: and God saw that it was good.
11And God said, Let the earth bring","[' God', ' called', ' the', ' dry', ' land', ' Earth', ';']","['and', ' the', ' gathering', ' together', ' of', ' the', ' waters', ' called', ' he', ' Seas', ':', ' and', ' God', ' saw', ' that', ' it', ' was', ' good', '.']","[' and', ' the', ' gathering', ' together', ' of', ' the', ' waters', ' called', ' he', ' Seas', ':', ' and', ' God', ' saw', ' that', ' it', ' was', ' good', '.\n']",0.1052631578947368,and the gathering together of the waters called he Seas: and God saw that it was good.," and the gathering together of the waters called he Seas: and God saw that it was good.
11And God said, Let the earth bring",tensor([[0.9701]]),18,"[tensor([[0.7303]]), tensor([[0.7941]]), tensor([[0.7998]]), tensor([[0.8484]]), tensor([[0.8597]]), tensor([[0.8660]]), tensor([[0.8678]]), tensor([[0.9039]]), tensor([[0.9075]]), tensor([[0.9250]]), tensor([[0.9320]]), tensor([[0.9390]]), tensor([[0.9510]]), tensor([[0.9573]]), tensor([[0.9595]]), tensor([[0.9619]]), tensor([[0.9634]]), tensor([[0.9701]])]",221,246,0.8885542168674698
967,gpt-4-1106-preview,King James Bible,106,26," first day.
6And God said, Let there be a firmament in the midst of the waters, and let it divide the","[' first', ' day', '.\n', '6', 'And', ' God', ' said', ',', ' Let', ' there', ' be', ' a', ' firm']","['ament', ' in', ' the', ' midst', ' of', ' the', ' waters', ',', ' and', ' let', ' it', ' divide', ' the']","['ament', ' in', ' the', ' midst', ' of', ' the', ' waters', ',', ' and', ' let', ' it', ' divide', ' the']",0.0,"ament in the midst of the waters, and let it divide the waters from the waters. 
7And God made the firmament, and divided the waters which were under the firmament from the waters which were above the firmament: and it was","ament in the midst of the waters, and let it divide the",tensor([[1.0000]]),13,"[tensor([[0.7643]]), tensor([[0.8078]]), tensor([[0.8285]]), tensor([[0.8606]]), tensor([[0.8880]]), tensor([[0.9043]]), tensor([[0.9086]]), tensor([[0.9559]]), tensor([[0.9608]]), tensor([[0.9624]]), tensor([[0.9622]]), tensor([[0.9964]]), tensor([[1.0000]]), tensor([[0.9945]]), tensor([[0.9925]]), tensor([[0.9937]]), tensor([[0.9790]]), tensor([[0.9740]]), tensor([[0.9502]]), tensor([[0.9489]]), tensor([[0.9480]]), tensor([[0.9424]]), tensor([[0.9417]]), tensor([[0.9373]]), tensor([[0.9402]]), tensor([[0.9342]]), tensor([[0.9353]]), tensor([[0.9354]]), tensor([[0.9330]]), tensor([[0.9352]]), tensor([[0.9254]]), tensor([[0.9262]]), tensor([[0.9292]]), tensor([[0.9242]]), tensor([[0.9256]]), tensor([[0.9264]]), tensor([[0.9207]]), tensor([[0.9226]]), tensor([[0.9201]]), tensor([[0.9181]]), tensor([[0.9196]]), tensor([[0.9198]])]",105,130,0.8885542168674698
