model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,495,39,". If Sontagist camp holds, we have to choose between modernist theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp;","['.', ' If', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' we', ' have', ' to', ' choose', ' between', ' modern', 'ist']","['norm', 'ative', ' theory', ' and', ' capitalist', ' post', 'de', 'construct', 'ive', ' theory', '.', ' In', ' a', ' sense', ',', ' B', 'ata', 'ille', ' promotes', ' the', ' use', ' of', ' cultural']","[' theory', ' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n', 'But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp', ';']",0.9130434782608695,"normative theory and capitalist postdeconstructive theory. In a sense, Bataille promotes the use of cultural neodialectic theory to challenge hierarchy. Derrida uses the term ‘modernist normative theory’ to denote the paradigm, and"," theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp;",tensor([[0.8372]]),10,"[tensor([[0.7610]]), tensor([[0.7690]]), tensor([[0.7812]]), tensor([[0.8179]]), tensor([[0.7972]]), tensor([[0.8119]]), tensor([[0.8264]]), tensor([[0.8233]]), tensor([[0.8237]]), tensor([[0.8372]]), tensor([[0.8227]]), tensor([[0.8148]]), tensor([[0.8103]]), tensor([[0.8139]]), tensor([[0.8059]]), tensor([[0.8258]]), tensor([[0.8270]]), tensor([[0.8204]]), tensor([[0.8202]]), tensor([[0.8178]]), tensor([[0.8288]]), tensor([[0.8192]]), tensor([[0.8107]]), tensor([[0.8104]]), tensor([[0.8107]]), tensor([[0.8080]]), tensor([[0.8059]]), tensor([[0.8176]]), tensor([[0.8072]]), tensor([[0.8047]]), tensor([[0.8066]]), tensor([[0.8186]]), tensor([[0.8100]])]",494,532
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,495,39,". If Sontagist camp holds, we have to choose between modernist theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp;","['.', ' If', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' we', ' have', ' to', ' choose', ' between', ' modern', 'ist']","['I', ""'m"", ' sorry', ' for', ' the', ' confusion', ',', ' but', ' as', ' an', ' AI', ' developed', ' by', ' Open', 'AI', ',', ' I', ' don', ""'t"", ' have', ' direct', ' access', ' to']","[' theory', ' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n', 'But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp', ';']",1.0,"I'm sorry for the confusion, but as an AI developed by OpenAI, I don't have direct access to external articles or texts such as ""Capitalist Narrative in the Works of Gibson"" by Henry O. C. d’Erlette;"," theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp;",tensor([[0.8457]]),33,"[tensor([[0.7610]]), tensor([[0.7722]]), tensor([[0.7378]]), tensor([[0.7515]]), tensor([[0.7641]]), tensor([[0.7709]]), tensor([[0.7768]]), tensor([[0.7784]]), tensor([[0.7820]]), tensor([[0.7782]]), tensor([[0.7922]]), tensor([[0.7935]]), tensor([[0.7915]]), tensor([[0.7947]]), tensor([[0.7813]]), tensor([[0.7778]]), tensor([[0.7853]]), tensor([[0.7764]]), tensor([[0.7772]]), tensor([[0.7694]]), tensor([[0.7805]]), tensor([[0.7822]]), tensor([[0.7817]]), tensor([[0.7814]]), tensor([[0.7816]]), tensor([[0.7699]]), tensor([[0.7991]]), tensor([[0.7991]]), tensor([[0.8015]]), tensor([[0.7981]]), tensor([[0.8002]]), tensor([[0.8434]]), tensor([[0.8457]]), tensor([[0.8339]]), tensor([[0.8311]]), tensor([[0.8328]]), tensor([[0.8354]])]",494,532
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,495,39,". If Sontagist camp holds, we have to choose between modernist theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp;","['.', ' If', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' we', ' have', ' to', ' choose', ' between', ' modern', 'ist']","['de', 'construction', ' and', ' post', 'text', 'ual', ' capitalism', '.', ' However', ',', ' the', ' subject', ' is', ' interpolated', ' into', ' a', ' S', 'ont', 'ag', 'ist', ' camp', ' that', ' includes']","[' theory', ' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n', 'But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp', ';']",0.782608695652174,"deconstruction and posttextual capitalism. However, the subject is interpolated into a Sontagist camp that includes reality as a whole, reaffirming the inherent supremacy of capitalist socio-economic structures. Gibson's 'Neuromancer' serves as"," theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp;",tensor([[0.8945]]),29,"[tensor([[0.7610]]), tensor([[0.7770]]), tensor([[0.8059]]), tensor([[0.8344]]), tensor([[0.8321]]), tensor([[0.8389]]), tensor([[0.8363]]), tensor([[0.8341]]), tensor([[0.8298]]), tensor([[0.8258]]), tensor([[0.8277]]), tensor([[0.8262]]), tensor([[0.8544]]), tensor([[0.8712]]), tensor([[0.8721]]), tensor([[0.8631]]), tensor([[0.8652]]), tensor([[0.8633]]), tensor([[0.8648]]), tensor([[0.8705]]), tensor([[0.8627]]), tensor([[0.8642]]), tensor([[0.8638]]), tensor([[0.8629]]), tensor([[0.8607]]), tensor([[0.8557]]), tensor([[0.8540]]), tensor([[0.8729]]), tensor([[0.8945]]), tensor([[0.8837]]), tensor([[0.8759]]), tensor([[0.8789]])]",494,532
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,55,27," and some would say the genre, of class. Lacan uses the term ‘capitalist narrative’ to denote not deconstruction, but","[' and', ' some', ' would', ' say', ' the', ' genre', ',', ' of', ' class', '.']","['G', 'ib', 'son', ""'s"", ' depiction', ' of', ' a', ' capitalist', ' society', ' is', ' often', ' crit', 'iqu', 'ed', ' for', ' its', ' heavy']","[' Lac', 'an', ' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' de', 'construction', ',', ' but']",1.0,"Gibson's depiction of a capitalist society is often critiqued for its heavy focus on the disparities between social classes, highlighting the struggles of those at the margins of society while also showcasing the lavish lifestyles of the wealthy elite. This exploration of class"," Lacan uses the term ‘capitalist narrative’ to denote not deconstruction, but",tensor([[0.8275]]),16,"[tensor([[0.7521]]), tensor([[0.7045]]), tensor([[0.7528]]), tensor([[0.7554]]), tensor([[0.7644]]), tensor([[0.8183]]), tensor([[0.8131]]), tensor([[0.8218]]), tensor([[0.8227]]), tensor([[0.8201]]), tensor([[0.8221]]), tensor([[0.8256]]), tensor([[0.8195]]), tensor([[0.8232]]), tensor([[0.8242]]), tensor([[0.8275]]), tensor([[0.8176]]), tensor([[0.8212]]), tensor([[0.8190]]), tensor([[0.8186]]), tensor([[0.8213]]), tensor([[0.8218]]), tensor([[0.8135]]), tensor([[0.8188]]), tensor([[0.8127]]), tensor([[0.8137]]), tensor([[0.8171]]), tensor([[0.8116]]), tensor([[0.8141]]), tensor([[0.8097]]), tensor([[0.8132]]), tensor([[0.8129]]), tensor([[0.8115]]), tensor([[0.8147]]), tensor([[0.8040]]), tensor([[0.8041]]), tensor([[0.8073]]), tensor([[0.8080]]), tensor([[0.8000]]), tensor([[0.8038]]), tensor([[0.8007]]), tensor([[0.7951]]), tensor([[0.7992]]), tensor([[0.7948]])]",54,80
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,55,27," and some would say the genre, of class. Lacan uses the term ‘capitalist narrative’ to denote not deconstruction, but","[' and', ' some', ' would', ' say', ' the', ' genre', ',', ' of', ' class', '.']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' can', ""'t"", ' provide', ' ver', 'batim', ' text', ' from', ' copyrighted', ' materials', ' that', ' you']","[' Lac', 'an', ' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' de', 'construction', ',', ' but']",1.0,"I'm sorry, but I can't provide verbatim text from copyrighted materials that you haven't provided, including an article titled 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette since this article appears to"," Lacan uses the term ‘capitalist narrative’ to denote not deconstruction, but",tensor([[0.8498]]),25,"[tensor([[0.7521]]), tensor([[0.7402]]), tensor([[0.7295]]), tensor([[0.7327]]), tensor([[0.7394]]), tensor([[0.7199]]), tensor([[0.7292]]), tensor([[0.7581]]), tensor([[0.7539]]), tensor([[0.7552]]), tensor([[0.7554]]), tensor([[0.7572]]), tensor([[0.7597]]), tensor([[0.7536]]), tensor([[0.7527]]), tensor([[0.7458]]), tensor([[0.7573]]), tensor([[0.7585]]), tensor([[0.7635]]), tensor([[0.7678]]), tensor([[0.8163]]), tensor([[0.8450]]), tensor([[0.8466]]), tensor([[0.8460]]), tensor([[0.8498]]), tensor([[0.8493]]), tensor([[0.8287]]), tensor([[0.8429]]), tensor([[0.8315]]), tensor([[0.8241]]), tensor([[0.8248]]), tensor([[0.8245]]), tensor([[0.8264]]), tensor([[0.8256]]), tensor([[0.8254]]), tensor([[0.8271]]), tensor([[0.8270]])]",54,80
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,55,27," and some would say the genre, of class. Lacan uses the term ‘capitalist narrative’ to denote not deconstruction, but","[' and', ' some', ' would', ' say', ' the', ' genre', ',', ' of', ' class', '.']","['B', 'aud', 'r', 'illard', '’s', ' critique', ' of', ' Marxist', ' capitalism', ' suggests', ' that', ' society', ',', ' somewhat', ' surprisingly', ',', ' has']","[' Lac', 'an', ' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' de', 'construction', ',', ' but']",0.9411764705882353,"Baudrillard’s critique of Marxist capitalism suggests that society, somewhat surprisingly, has intrinsic meaning. Therefore, the premise of the precultural paradigm theory exemplifies the role of the poet as observer. This powerful observation is found in many of Gibson's"," Lacan uses the term ‘capitalist narrative’ to denote not deconstruction, but",tensor([[0.8340]]),15,"[tensor([[0.7521]]), tensor([[0.7422]]), tensor([[0.7772]]), tensor([[0.7903]]), tensor([[0.7921]]), tensor([[0.8091]]), tensor([[0.8198]]), tensor([[0.8320]]), tensor([[0.8257]]), tensor([[0.8323]]), tensor([[0.8290]]), tensor([[0.8315]]), tensor([[0.8255]]), tensor([[0.8311]]), tensor([[0.8340]]), tensor([[0.8268]]), tensor([[0.8273]]), tensor([[0.8264]]), tensor([[0.8253]]), tensor([[0.8166]]), tensor([[0.8103]]), tensor([[0.8076]]), tensor([[0.8047]]), tensor([[0.8084]]), tensor([[0.8021]]), tensor([[0.8036]]), tensor([[0.8052]]), tensor([[0.8034]]), tensor([[0.8062]]), tensor([[0.8202]]), tensor([[0.8101]]), tensor([[0.8043]]), tensor([[0.8053]]), tensor([[0.8051]]), tensor([[0.8031]]), tensor([[0.8018]]), tensor([[0.8015]]), tensor([[0.8016]]), tensor([[0.8003]])]",54,80
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,315,30,"constructivist truth. In a sense, the characteristic theme of the works of Spelling is the role of the participant as artist. A number of situation","['construct', 'ivist', ' truth', '.', ' In', ' a', ' sense', ',']","['G', 'ib', 'son', ""'s"", ' works', ' can', ' be', ' seen', ' as', ' reflections', ' of', ' the', ' capitalist', ' society', ' in', ' which', ' they', ' were', ' created', ',', ' crit', 'iqu']","[' the', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant', ' as', ' artist', '.', ' A', ' number', ' of', ' situation']",0.9545454545454546,"Gibson's works can be seen as reflections of the capitalist society in which they were created, critiquing its excesses and probing its impact on individuals and relationships. Through his intricate narratives and vivid characters, Gibson delves into the complexities of", the characteristic theme of the works of Spelling is the role of the participant as artist. A number of situation,tensor([[0.7890]]),7,"[tensor([[0.7373]]), tensor([[0.6978]]), tensor([[0.7487]]), tensor([[0.7695]]), tensor([[0.7868]]), tensor([[0.7741]]), tensor([[0.7890]]), tensor([[0.7810]]), tensor([[0.7863]]), tensor([[0.7878]]), tensor([[0.7606]]), tensor([[0.7541]]), tensor([[0.7557]]), tensor([[0.7611]]), tensor([[0.7636]]), tensor([[0.7576]]), tensor([[0.7578]]), tensor([[0.7633]]), tensor([[0.7652]]), tensor([[0.7589]]), tensor([[0.7619]]), tensor([[0.7571]]), tensor([[0.7627]]), tensor([[0.7563]]), tensor([[0.7576]]), tensor([[0.7583]]), tensor([[0.7617]]), tensor([[0.7589]]), tensor([[0.7652]]), tensor([[0.7696]]), tensor([[0.7665]]), tensor([[0.7616]]), tensor([[0.7645]]), tensor([[0.7631]]), tensor([[0.7702]]), tensor([[0.7694]]), tensor([[0.7583]]), tensor([[0.7625]]), tensor([[0.7649]]), tensor([[0.7578]]), tensor([[0.7628]])]",314,343
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,315,30,"constructivist truth. In a sense, the characteristic theme of the works of Spelling is the role of the participant as artist. A number of situation","['construct', 'ivist', ' truth', '.', ' In', ' a', ' sense', ',']","['I', ""'m"", ' sorry', ',', ' but', ' I', ""'m"", ' not', ' able', ' to', ' access', ' external', ' articles', ' or', ' complete', ' excerpts', ' from', ' copyrighted', ' texts', ' that', ' are', ' not']","[' the', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant', ' as', ' artist', '.', ' A', ' number', ' of', ' situation']",1.0,"I'm sorry, but I'm not able to access external articles or complete excerpts from copyrighted texts that are not provided here. If ""Capitalist Narrative in the Works of Gibson"" by Henry O. C. d’Erlette is a copyrighted text", the characteristic theme of the works of Spelling is the role of the participant as artist. A number of situation,tensor([[0.7696]]),35,"[tensor([[0.7373]]), tensor([[0.7484]]), tensor([[0.7134]]), tensor([[0.7175]]), tensor([[0.7242]]), tensor([[0.7000]]), tensor([[0.7203]]), tensor([[0.7166]]), tensor([[0.7046]]), tensor([[0.7051]]), tensor([[0.7380]]), tensor([[0.7406]]), tensor([[0.7400]]), tensor([[0.7426]]), tensor([[0.7443]]), tensor([[0.7457]]), tensor([[0.7468]]), tensor([[0.7492]]), tensor([[0.7504]]), tensor([[0.7492]]), tensor([[0.7513]]), tensor([[0.7685]]), tensor([[0.7660]]), tensor([[0.7507]]), tensor([[0.7541]]), tensor([[0.7536]]), tensor([[0.7535]]), tensor([[0.7600]]), tensor([[0.7574]]), tensor([[0.7631]]), tensor([[0.7639]]), tensor([[0.7678]]), tensor([[0.7650]]), tensor([[0.7680]]), tensor([[0.7696]]), tensor([[0.7624]]), tensor([[0.7604]]), tensor([[0.7661]]), tensor([[0.7657]])]",314,343
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,315,30,"constructivist truth. In a sense, the characteristic theme of the works of Spelling is the role of the participant as artist. A number of situation","['construct', 'ivist', ' truth', '.', ' In', ' a', ' sense', ',']","['G', 'ib', 'son', ""'s"", ' narrative', ' transc', 'ends', ' traditional', ' contexts', ' and', ' contributes', ' a', ' novel', ' perspective', ' on', ' capitalist', ' appreh', 'ensions', '.', ' Still', ',', ' the']","[' the', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant', ' as', ' artist', '.', ' A', ' number', ' of', ' situation']",1.0,"Gibson's narrative transcends traditional contexts and contributes a novel perspective on capitalist apprehensions. Still, the author uses the genre of science fiction as a medium to scrutinize and deconstruct the inherently paradoxical nature of capitalist societies. Here, technology", the characteristic theme of the works of Spelling is the role of the participant as artist. A number of situation,tensor([[0.7776]]),21,"[tensor([[0.7373]]), tensor([[0.6978]]), tensor([[0.7547]]), tensor([[0.7344]]), tensor([[0.7492]]), tensor([[0.7549]]), tensor([[0.7618]]), tensor([[0.7642]]), tensor([[0.7697]]), tensor([[0.7624]]), tensor([[0.7692]]), tensor([[0.7718]]), tensor([[0.7540]]), tensor([[0.7603]]), tensor([[0.7713]]), tensor([[0.7713]]), tensor([[0.7743]]), tensor([[0.7711]]), tensor([[0.7761]]), tensor([[0.7734]]), tensor([[0.7776]]), tensor([[0.7681]]), tensor([[0.7619]]), tensor([[0.7667]]), tensor([[0.7658]]), tensor([[0.7558]]), tensor([[0.7613]]), tensor([[0.7571]]), tensor([[0.7599]]), tensor([[0.7537]]), tensor([[0.7625]]), tensor([[0.7575]]), tensor([[0.7539]]), tensor([[0.7531]]), tensor([[0.7570]]), tensor([[0.7483]]), tensor([[0.7681]]), tensor([[0.7695]]), tensor([[0.7629]])]",314,343
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,447,27,"aterialism, but subdematerialism. Derrida promotes the use of postcapitalist theory to deconstruct class.
However,","['aterial', 'ism', ',', ' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D', 'err', 'ida', ' promotes']","['the', ' idea', ' that', ' objects', ' and', ' images', ' in', ' the', ' capitalist', ' society', ' do', ' not', ' hold', ' inherent']","[' the', ' use', ' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',']",1.0,"the idea that objects and images in the capitalist society do not hold inherent meaning but are assigned meaning through a complex web of cultural and social constructs. This idea of signification and interpretation of objects plays a central role in the works of Gibson, as seen"," the use of postcapitalist theory to deconstruct class.
However,",tensor([[0.8559]]),22,"[tensor([[0.7528]]), tensor([[0.7811]]), tensor([[0.7958]]), tensor([[0.8188]]), tensor([[0.8047]]), tensor([[0.8146]]), tensor([[0.7984]]), tensor([[0.8068]]), tensor([[0.8105]]), tensor([[0.8471]]), tensor([[0.8488]]), tensor([[0.8468]]), tensor([[0.8376]]), tensor([[0.8405]]), tensor([[0.8411]]), tensor([[0.8416]]), tensor([[0.8545]]), tensor([[0.8498]]), tensor([[0.8511]]), tensor([[0.8472]]), tensor([[0.8520]]), tensor([[0.8559]]), tensor([[0.8502]]), tensor([[0.8399]]), tensor([[0.8459]]), tensor([[0.8441]]), tensor([[0.8462]]), tensor([[0.8461]]), tensor([[0.8545]]), tensor([[0.8485]]), tensor([[0.8488]]), tensor([[0.8457]]), tensor([[0.8386]]), tensor([[0.8390]]), tensor([[0.8433]]), tensor([[0.8425]]), tensor([[0.8424]]), tensor([[0.8383]]), tensor([[0.8347]]), tensor([[0.8378]]), tensor([[0.8398]]), tensor([[0.8372]]), tensor([[0.8353]]), tensor([[0.8377]]), tensor([[0.8346]]), tensor([[0.8291]]), tensor([[0.8166]]), tensor([[0.8176]])]",446,472
