,Unnamed: 0,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
138,199,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,94,22," holds, the works of Spelling are postmodern. The characteristic theme of the works of Spelling is a","[' holds', ',', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' post']","['-W', 'ar', ' med', 'itations', ' on', ' capitalist', ' discourse', '.', ' In', ' his', ' seminal', ' novel', ' ""']","['modern', '.', ' The', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' a']",1.0,"-War meditations on capitalist discourse. In his seminal novel ""Neuromancer,"" Gibson presents a dystopian future where corporations hold ultimate power, portraying a world where individuals are often reduced to mere pawns in the game of global capitalism. This",modern. The characteristic theme of the works of Spelling is a,tensor([[0.7908]]),2,"[tensor([[0.7609]]), tensor([[0.7908]]), tensor([[0.7758]]), tensor([[0.7645]]), tensor([[0.7573]]), tensor([[0.7580]]), tensor([[0.7636]]), tensor([[0.7664]]), tensor([[0.7692]]), tensor([[0.7776]]), tensor([[0.7879]]), tensor([[0.7749]]), tensor([[0.7694]]), tensor([[0.7738]]), tensor([[0.7728]]), tensor([[0.7706]]), tensor([[0.7757]]), tensor([[0.7691]]), tensor([[0.7657]]), tensor([[0.7683]]), tensor([[0.7796]]), tensor([[0.7677]]), tensor([[0.7735]]), tensor([[0.7674]]), tensor([[0.7716]]), tensor([[0.7668]]), tensor([[0.7664]]), tensor([[0.7678]]), tensor([[0.7670]]), tensor([[0.7689]]), tensor([[0.7698]]), tensor([[0.7680]]), tensor([[0.7676]]), tensor([[0.7757]]), tensor([[0.7660]]), tensor([[0.7700]]), tensor([[0.7652]]), tensor([[0.7812]]), tensor([[0.7733]])]",93,114,0.3033088235294117
140,202,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,112,33," Spelling is a mythopoetical paradox.
It could be said that Derrida suggests the use of capitalist narrative to challenge the status quo. In Beverly Hills ","[' Sp', 'elling', ' is', ' a', ' myth', 'opo', 'etical']","['concept', ' that', ' recurs', ' throughout', ' Gibson', ""'s"", ' oe', 'uvre', ',', ' reflecting', ' his', ' belief', ' in', ' the', ' power', ' of', ' language', ' to', ' shape', ' reality', '.', ' In', ' his', ' novel', ' ""', 'Ne']","[' paradox', '.\n', 'It', ' could', ' be', ' said', ' that', ' D', 'err', 'ida', ' suggests', ' the', ' use', ' of', ' capitalist', ' narrative', ' to', ' challenge', ' the', ' status', ' quo', '.', ' In', ' Beverly', ' Hills', ' ']",0.9230769230769232,"concept that recurs throughout Gibson's oeuvre, reflecting his belief in the power of language to shape reality. In his novel ""Neuromancer,"" for example, the protagonist Case is a former hacker who is hired for one last job: to hack"," paradox.
It could be said that Derrida suggests the use of capitalist narrative to challenge the status quo. In Beverly Hills ",tensor([[0.8220]]),21,"[tensor([[0.7668]]), tensor([[0.7807]]), tensor([[0.8063]]), tensor([[0.8016]]), tensor([[0.8082]]), tensor([[0.8009]]), tensor([[0.7877]]), tensor([[0.8034]]), tensor([[0.7974]]), tensor([[0.8038]]), tensor([[0.8026]]), tensor([[0.8043]]), tensor([[0.8008]]), tensor([[0.8016]]), tensor([[0.7967]]), tensor([[0.7988]]), tensor([[0.7988]]), tensor([[0.8064]]), tensor([[0.8129]]), tensor([[0.8148]]), tensor([[0.8220]]), tensor([[0.8074]]), tensor([[0.8063]]), tensor([[0.8069]]), tensor([[0.8086]]), tensor([[0.8125]]), tensor([[0.8157]]), tensor([[0.8110]]), tensor([[0.8095]]), tensor([[0.8085]]), tensor([[0.8039]]), tensor([[0.8018]]), tensor([[0.8015]]), tensor([[0.8038]]), tensor([[0.8024]]), tensor([[0.8021]]), tensor([[0.8025]]), tensor([[0.8047]]), tensor([[0.8032]]), tensor([[0.8036]])]",111,143,0.3033088235294117
142,205,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,10,24," feminism
“Class is intrinsically elitist,” says Debord; however, according to Abian[1]","[' feminism', '\n', '“', 'Class', ' is', ' intr', 'ins', 'ically', ' elit']","['ist', ',”', ' says', ' Ly', 'ot', 'ard', ';', ' however', ',', ' according', ' to', ' von', ' Ludwig', '[', '1']","['ist', ',”', ' says', ' Deb', 'ord', ';', ' however', ',', ' according', ' to', ' Ab', 'ian', '[', '1', ']']",0.4,"ist,” says Lyotard; however, according to von Ludwig[1] , it is not so much class that is intrinsically elitist, but rather the fatal flaw, and eventually the absurdity, of class. In the works of","ist,” says Debord; however, according to Abian[1]",tensor([[0.8754]]),6,"[tensor([[0.7599]]), tensor([[0.8413]]), tensor([[0.8665]]), tensor([[0.8634]]), tensor([[0.8716]]), tensor([[0.8754]]), tensor([[0.8746]]), tensor([[0.8687]]), tensor([[0.8669]]), tensor([[0.8657]]), tensor([[0.8605]]), tensor([[0.8650]]), tensor([[0.8603]]), tensor([[0.8536]]), tensor([[0.8471]]), tensor([[0.8398]]), tensor([[0.8433]]), tensor([[0.8414]]), tensor([[0.8422]]), tensor([[0.8421]]), tensor([[0.8393]]), tensor([[0.8370]]), tensor([[0.8384]]), tensor([[0.8367]]), tensor([[0.8453]]), tensor([[0.8432]]), tensor([[0.8415]]), tensor([[0.8432]]), tensor([[0.8446]]), tensor([[0.8426]]), tensor([[0.8385]]), tensor([[0.8389]]), tensor([[0.8388]]), tensor([[0.8364]]), tensor([[0.8374]])]",9,32,0.3033088235294117
144,208,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,300,29,"In the works of Spelling, a predominant concept is the concept of subconstructivist truth. In a sense, the characteristic theme of the works","['In', ' the', ' works', ' of', ' Sp', 'elling', ',', ' a', ' predominant', ' concept']","['is', ' the', ' idea', ' of', ' the', ' American', ' Dream', ' and', ' the', ' pursuit', ' of', ' success', ' through', ' hard', ' work', ' and', ' determination', '.', ' The']","[' is', ' the', ' concept', ' of', ' sub', 'construct', 'ivist', ' truth', '.', ' In', ' a', ' sense', ',', ' the', ' characteristic', ' theme', ' of', ' the', ' works']",0.8947368421052632,"is the idea of the American Dream and the pursuit of success through hard work and determination. The capitalist narrative in Spelling's works often revolves around characters striving for financial gain, social status, and power. This theme is exemplified in shows like """," is the concept of subconstructivist truth. In a sense, the characteristic theme of the works",tensor([[0.8374]]),6,"[tensor([[0.7400]]), tensor([[0.8018]]), tensor([[0.8048]]), tensor([[0.8113]]), tensor([[0.8312]]), tensor([[0.8374]]), tensor([[0.7973]]), tensor([[0.7936]]), tensor([[0.8024]]), tensor([[0.8048]]), tensor([[0.7757]]), tensor([[0.7882]]), tensor([[0.7789]]), tensor([[0.7819]]), tensor([[0.7889]]), tensor([[0.7935]]), tensor([[0.8004]]), tensor([[0.8026]]), tensor([[0.8160]]), tensor([[0.8163]]), tensor([[0.8261]]), tensor([[0.8226]]), tensor([[0.8104]]), tensor([[0.7969]]), tensor([[0.7947]]), tensor([[0.7778]]), tensor([[0.7810]]), tensor([[0.7771]]), tensor([[0.7736]]), tensor([[0.7742]]), tensor([[0.7742]]), tensor([[0.7759]]), tensor([[0.7754]]), tensor([[0.7770]]), tensor([[0.7746]]), tensor([[0.7812]]), tensor([[0.7813]]), tensor([[0.7894]]), tensor([[0.7863]]), tensor([[0.7809]]), tensor([[0.7798]]), tensor([[0.7820]]), tensor([[0.7828]]), tensor([[0.7824]])]",299,327,0.3033088235294117
146,211,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,617,21, model of postcapitalist theory states that the collective is capable of truth. Several theories concerning the role of,"[' model', ' of', ' post', 'capital', 'ist', ' theory', ' states']","['that', ' in', ' a', ' future', ' society', ',', ' money', ' and', ' traditional', ' forms', ' of', ' ownership', ' will', ' become']","[' that', ' the', ' collective', ' is', ' capable', ' of', ' truth', '.', ' Several', ' theories', ' concerning', ' the', ' role', ' of']",1.0,"that in a future society, money and traditional forms of ownership will become obsolete as individuals collaborate and share resources for the common good. This utopian vision contrasts sharply with the capitalist system, which emphasizes competition and profit. By exploring the tension between these two", that the collective is capable of truth. Several theories concerning the role of,tensor([[0.8383]]),28,"[tensor([[0.7550]]), tensor([[0.7932]]), tensor([[0.7677]]), tensor([[0.7865]]), tensor([[0.7878]]), tensor([[0.8095]]), tensor([[0.8066]]), tensor([[0.8055]]), tensor([[0.8048]]), tensor([[0.8162]]), tensor([[0.8172]]), tensor([[0.8191]]), tensor([[0.8213]]), tensor([[0.8148]]), tensor([[0.8034]]), tensor([[0.7962]]), tensor([[0.8122]]), tensor([[0.8184]]), tensor([[0.8148]]), tensor([[0.8232]]), tensor([[0.8238]]), tensor([[0.8247]]), tensor([[0.8227]]), tensor([[0.8282]]), tensor([[0.8174]]), tensor([[0.8292]]), tensor([[0.8335]]), tensor([[0.8383]]), tensor([[0.8292]]), tensor([[0.8260]]), tensor([[0.8241]]), tensor([[0.8250]]), tensor([[0.8285]]), tensor([[0.8218]]), tensor([[0.8244]]), tensor([[0.8208]]), tensor([[0.8180]]), tensor([[0.8181]]), tensor([[0.8169]]), tensor([[0.8231]]), tensor([[0.8238]]), tensor([[0.8214]]), tensor([[0.8195]]), tensor([[0.8172]]), tensor([[0.8149]]), tensor([[0.8135]])]",616,636,0.3033088235294117
148,214,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,280,31," the term ‘capitalist narrative’ to denote not dematerialism, but predematerialism.
In the works of Spelling, a predominant concept is","[' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to']","['describe', ' the', ' underlying', ' themes', ' and', ' motifs', ' found', ' in', ' the', ' literature', ' of', ' William', ' Gibson', '.', ' Gibson', '’s', ' works', ',', ' such', ' as', ' ""', 'Ne', 'u']","[' denote', ' not', ' dem', 'aterial', 'ism', ',', ' but', ' pred', 'em', 'aterial', 'ism', '.\n', 'In', ' the', ' works', ' of', ' Sp', 'elling', ',', ' a', ' predominant', ' concept', ' is']",1.0,"describe the underlying themes and motifs found in the literature of William Gibson. Gibson’s works, such as ""Neuromancer"" and ""Pattern Recognition,"" often delve into the effects of capitalism on society, highlighting issues of power, control, and manipulation"," denote not dematerialism, but predematerialism.
In the works of Spelling, a predominant concept is",tensor([[0.8264]]),10,"[tensor([[0.7694]]), tensor([[0.8096]]), tensor([[0.8163]]), tensor([[0.8204]]), tensor([[0.8135]]), tensor([[0.8145]]), tensor([[0.8166]]), tensor([[0.8166]]), tensor([[0.8226]]), tensor([[0.8264]]), tensor([[0.8208]]), tensor([[0.8234]]), tensor([[0.7959]]), tensor([[0.7768]]), tensor([[0.7863]]), tensor([[0.7910]]), tensor([[0.7884]]), tensor([[0.7896]]), tensor([[0.7969]]), tensor([[0.7901]]), tensor([[0.7948]]), tensor([[0.7926]]), tensor([[0.7895]]), tensor([[0.7886]]), tensor([[0.7866]]), tensor([[0.7858]]), tensor([[0.7840]]), tensor([[0.7842]]), tensor([[0.7819]]), tensor([[0.7821]]), tensor([[0.7838]]), tensor([[0.7793]]), tensor([[0.7773]]), tensor([[0.7799]]), tensor([[0.7803]]), tensor([[0.7790]]), tensor([[0.7771]]), tensor([[0.7764]])]",279,309,0.3033088235294117
150,217,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,57,23," would say the genre, of class. Lacan uses the term ‘capitalist narrative’ to denote not deconstruction","[' would', ' say', ' the', ' genre', ',', ' of', ' class', '.', ' Lac', 'an']","[""'s"", ' concept', ' of', ' the', ' mirror', ' stage', ' can', ' also', ' be', ' seen', ' at', ' play', ' in']","[' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' de', 'construction']",1.0,"'s concept of the mirror stage can also be seen at play in Gibson's works, particularly in the way his characters interact with technology and cyberspace. The protagonists often grapple with their own self-image and identity in relation to the technology that surrounds", uses the term ‘capitalist narrative’ to denote not deconstruction,tensor([[0.7936]]),5,"[tensor([[0.7664]]), tensor([[0.7683]]), tensor([[0.7872]]), tensor([[0.7902]]), tensor([[0.7936]]), tensor([[0.7574]]), tensor([[0.7694]]), tensor([[0.7663]]), tensor([[0.7692]]), tensor([[0.7711]]), tensor([[0.7681]]), tensor([[0.7665]]), tensor([[0.7655]]), tensor([[0.7651]]), tensor([[0.7516]]), tensor([[0.7432]]), tensor([[0.7453]]), tensor([[0.7458]]), tensor([[0.7472]]), tensor([[0.7462]]), tensor([[0.7475]]), tensor([[0.7429]]), tensor([[0.7427]]), tensor([[0.7427]]), tensor([[0.7419]]), tensor([[0.7422]]), tensor([[0.7455]]), tensor([[0.7495]]), tensor([[0.7472]]), tensor([[0.7460]]), tensor([[0.7451]]), tensor([[0.7446]]), tensor([[0.7484]]), tensor([[0.7449]]), tensor([[0.7493]]), tensor([[0.7522]]), tensor([[0.7502]]), tensor([[0.7499]]), tensor([[0.7505]]), tensor([[0.7521]]), tensor([[0.7524]]), tensor([[0.7477]]), tensor([[0.7527]]), tensor([[0.7476]])]",56,78,0.3033088235294117
152,220,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,453,34,"aterialism. Derrida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into a Baudrillardist simul","['aterial', 'ism', '.', ' D', 'err']","['ida', ' concludes', ' the', ' chapter', ' on', ' “', 'Modern', 'ism', ' and', ' cultural', ' narrative', '”', ' by', ' arguing', ' that', ' the', ' premise', ' of', ' the', ' capitalist', ' narrative', ' is', ' fundamentally', ' flawed', ',', ' as', ' it', ' is', ' based']","['ida', ' promotes', ' the', ' use', ' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into', ' a', ' B', 'aud', 'r', 'illard', 'ist', ' simul']",0.9310344827586208,"ida concludes the chapter on “Modernism and cultural narrative” by arguing that the premise of the capitalist narrative is fundamentally flawed, as it is based on the endless pursuit of material goods and wealth, leading to a shallow and unfulfilling existence.","ida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into a Baudrillardist simul",tensor([[0.8540]]),18,"[tensor([[0.7425]]), tensor([[0.8021]]), tensor([[0.8001]]), tensor([[0.8103]]), tensor([[0.8108]]), tensor([[0.8242]]), tensor([[0.8151]]), tensor([[0.8215]]), tensor([[0.8065]]), tensor([[0.8136]]), tensor([[0.8136]]), tensor([[0.8268]]), tensor([[0.8284]]), tensor([[0.8283]]), tensor([[0.8355]]), tensor([[0.8347]]), tensor([[0.8337]]), tensor([[0.8540]]), tensor([[0.8503]]), tensor([[0.8492]]), tensor([[0.8516]]), tensor([[0.8485]]), tensor([[0.8436]]), tensor([[0.8448]]), tensor([[0.8465]]), tensor([[0.8498]]), tensor([[0.8490]]), tensor([[0.8429]]), tensor([[0.8493]]), tensor([[0.8428]]), tensor([[0.8423]]), tensor([[0.8442]]), tensor([[0.8446]]), tensor([[0.8407]]), tensor([[0.8479]]), tensor([[0.8432]]), tensor([[0.8426]]), tensor([[0.8411]]), tensor([[0.8461]]), tensor([[0.8417]]), tensor([[0.8456]]), tensor([[0.8478]])]",452,485,0.3033088235294117
154,223,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,405,34," are empowering. Many appropriations concerning the role of the writer as observer exist.
It could be said that Baudrillard uses the term ‘Sontagist camp’","[' are', ' empowering', '.', ' Many', ' appropriations']","[' in', ' Gibson', ""'s"", ' works', ' involve', ' the', ' sub', 'version', ' of', ' traditional', ' power', ' structures', ',', ' the', ' dismant', 'ling', ' of', ' oppressive', ' systems', ',', ' and', ' the', ' triumph', ' of', ' individual', ' agency', ' in', ' a', ' techn']","[' concerning', ' the', ' role', ' of', ' the', ' writer', ' as', ' observer', ' exist', '.\n', 'It', ' could', ' be', ' said', ' that', ' B', 'aud', 'r', 'illard', ' uses', ' the', ' term', ' ‘', 'S', 'ont', 'ag', 'ist', ' camp', '’']",0.9655172413793104," in Gibson's works involve the subversion of traditional power structures, the dismantling of oppressive systems, and the triumph of individual agency in a technologically advanced world. These narratives not only entertain the reader but also invite critical reflection on the implications of our"," concerning the role of the writer as observer exist.
It could be said that Baudrillard uses the term ‘Sontagist camp’",tensor([[0.7957]]),8,"[tensor([[0.7722]]), tensor([[0.7722]]), tensor([[0.7651]]), tensor([[0.7518]]), tensor([[0.7764]]), tensor([[0.7778]]), tensor([[0.7763]]), tensor([[0.7957]]), tensor([[0.7901]]), tensor([[0.7757]]), tensor([[0.7770]]), tensor([[0.7700]]), tensor([[0.7721]]), tensor([[0.7633]]), tensor([[0.7629]]), tensor([[0.7597]]), tensor([[0.7565]]), tensor([[0.7563]]), tensor([[0.7591]]), tensor([[0.7562]]), tensor([[0.7560]]), tensor([[0.7597]]), tensor([[0.7588]]), tensor([[0.7600]]), tensor([[0.7622]]), tensor([[0.7585]]), tensor([[0.7588]]), tensor([[0.7564]]), tensor([[0.7585]]), tensor([[0.7614]]), tensor([[0.7655]]), tensor([[0.7600]]), tensor([[0.7555]]), tensor([[0.7645]]), tensor([[0.7571]]), tensor([[0.7594]]), tensor([[0.7585]]), tensor([[0.7601]]), tensor([[0.7589]]), tensor([[0.7594]]), tensor([[0.7601]]), tensor([[0.7648]]), tensor([[0.7590]]), tensor([[0.7627]]), tensor([[0.7614]])]",404,437,0.3033088235294117
156,226,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,553,26," is a self-supporting totality.
Thus, the example of Marxist class which is a central theme of Gibson’s All Tomorrow’s","[' is', ' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',']","[' in', ' Gibson', ""'s"", ' works', ',', ' capitalism', ' is', ' not', ' just', ' an', ' economic', ' system', ',', ' but', ' a', ' pervasive']","[' the', ' example', ' of', ' Marxist', ' class', ' which', ' is', ' a', ' central', ' theme', ' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s']",0.9375," in Gibson's works, capitalism is not just an economic system, but a pervasive force that influences every aspect of society and individuals' lives. This narrative of capitalism as a dominant and all-encompassing entity serves to critique the power dynamics and inequalities inherent", the example of Marxist class which is a central theme of Gibson’s All Tomorrow’s,tensor([[0.8720]]),6,"[tensor([[0.7554]]), tensor([[0.7554]]), tensor([[0.7602]]), tensor([[0.8010]]), tensor([[0.8265]]), tensor([[0.8720]]), tensor([[0.8699]]), tensor([[0.8557]]), tensor([[0.8672]]), tensor([[0.8691]]), tensor([[0.8603]]), tensor([[0.8501]]), tensor([[0.8609]]), tensor([[0.8625]]), tensor([[0.8611]]), tensor([[0.8643]]), tensor([[0.8623]]), tensor([[0.8631]]), tensor([[0.8616]]), tensor([[0.8667]]), tensor([[0.8665]]), tensor([[0.8667]]), tensor([[0.8643]]), tensor([[0.8640]]), tensor([[0.8555]]), tensor([[0.8597]]), tensor([[0.8614]]), tensor([[0.8607]]), tensor([[0.8621]]), tensor([[0.8570]]), tensor([[0.8569]]), tensor([[0.8599]]), tensor([[0.8541]]), tensor([[0.8593]]), tensor([[0.8579]]), tensor([[0.8540]]), tensor([[0.8521]]), tensor([[0.8534]]), tensor([[0.8518]]), tensor([[0.8531]]), tensor([[0.8535]]), tensor([[0.8507]]), tensor([[0.8522]]), tensor([[0.8515]])]",552,577,0.3033088235294117
